locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
855,"Yinxing Compound, Anyang",,36.056519,114.36495,173,-,23,16,6,13,-,-,0,-,-,20150318110000
856,"Tiefo Temple, Anyang",,36.110041,114.309309,181,81,20,15,8,17,-,-,0,-,-,20150318110000
1360,"Environment protection office, Anyang",,36.088472,114.399189,161,64,37,14,8,10,-,-,0,-,-,20150318110000
857,Anyang,,36.097767,114.398846,155,88,36,31,58,14,8,-3,1017,33,4,20150318110000
858,"City Monitoring Station, Luoyang",,34.669055,112.439633,251,145,65,21,10,14,12,,1010,91,1,20150318110000
859,"BDA Management Committe, Luoyang",,34.622084,112.390759,283,156,38,32,40,34,12,,1010,91,1,20150318110000
860,"New municipal office, Luoyang",,34.623745,112.432973,219,142,48,28,18,29,12,,1010,91,1,20150318110000
861,"City committee communist party school, Luoyang",,34.650169,112.400212,212,186,84,18,6,15,12,,1010,91,1,20150318110000
862,"Henan Forestry College, Luoyang",,34.685566,112.509429,213,166,38,15,3,22,11,,1015,100,5,20150318110000
863,"CITIC No.2 Elementary School, Luoyang",,34.668212,112.36907,187,110,25,22,13,14,11,,1015,100,5,20150318110000
864,"Yuxi Hotel, Luoyang",,34.685949,112.472611,172,118,47,20,10,18,11,,1015,100,5,20150318110000
865,Luoyang,,34.617424,112.46054,231,143,81,17,18,27,8,,1016,100,3,20150318110000
866,"City Planning Design Institute, Pingdingshan",,33.7352,113.297916,214,132,143,44,14,11,-,-,0,-,-,20150318110000
867,"Xinhua Hotel, Pingdingshan",,33.737754,113.328814,184,111,30,6,6,13,8,2,1014,66,6,20150318110000
868,"Engineering College, Pingdingshan",,33.772474,113.188235,239,148,62,34,12,13,-,-,0,-,-,20150318110000
869,"High Voltage Switchgear Factory, Pingdingshan",,33.719941,113.312665,236,131,44,30,10,17,-,-,0,-,-,20150318110000
870,Pingdingshan,,33.764754,113.199082,208,132,39,12,11,16,9,4,1015,71,6,20150318110000
1303,"City Monitoring Station, Hebi",,35.748411,114.313927,156,141,29,24,7,10,14,,1016,92,1,20150318110000
1304,"BDA, Xinxiang",,35.281373,113.908605,181,99,11,22,8,9,10,,967,89,1,20150318110000
1306,"BDA, Xuchang",,33.998574,113.802968,160,71,30,27,3,15,10,,999,86,1,20150318110000
1307,"Monitoring station, Xuchang",,34.011362,113.838373,179,78,26,6,3,10,8,,1015,75,5,20150318110000
1308,"Environment protection office, Xuchang",,34.032831,113.827116,182,104,32,23,6,13,10,,999,86,1,20150318110000
1309,"Environment protection office, Nanyang",,32.532094,112.371764,183,102,31,9,1,17,12,,1012,96,8,20150318110000
1310,"Weather Monitoring Station, Nanyang",,32.988834,112.534165,172,106,46,19,10,14,14,,1005,97,2,20150318110000
1312,"City Environmental Monitoring Station, Zhoukou",,33.609533,114.672682,160,83,9,8,1,44,8,,1022,97,6,20150318110000
1314," Lankao EPB Station, Lankao county",,34.821216,114.826903,161,66,4,13,1,-,12,,1016,89,2,20150318110000
1315,Hebi,,35.747156,114.303202,190,156,28,23,2,10,15,,1021,44,9,20150318110000
1316,Xinxiang,,35.302343,113.93288,151,94,32,10,59,14,10,,971,63,1,20150318110000
1317,Puyang,,35.761825,115.035106,147,97,44,13,6,15,7,,1026,57,5,20150318110000
1318,Xuchang,,34.033947,113.858511,187,85,34,15,3,14,16,,1001,92,4,20150318110000
1319,Zhoukou,,33.624592,114.702425,78,44,14,6,4,31,9,,1022,100,7,20150318110000
871,"Economic Development Zone EPA, Changsha",,28.239029,113.087873,57,57,27,13,10,9,14,13,1010,94,3,20150318110000
872,"High-tech Zone EPA, Changsha",,28.216766,112.893403,155,-,21,24,10,13,-,-,0,-,-,20150318110000
873,"Mapoling, Changsha",,28.197926,113.083865,164,64,5,26,12,26,-,-,0,-,-,20150318110000
874,"Hunan Normal University, Changsha",,28.186202,112.949459,63,61,2,5,6,13,15,13,1009,88,3,20150318110000
875,"Yuqua District EPB, Changsha",,28.139661,113.008649,147,-,9,10,9,9,-,-,0,-,-,20150318110000
876,"Wujialing, Changsha",,28.256286,112.98457,151,58,42,49,11,23,16,14,1009,88,1,20150318110000
877,"New train station, Changsha",,28.191052,113.006646,159,62,8,18,17,22,16,14,1009,88,1,20150318110000
878,"Tianxin District EPB, Changsha",,28.114406,112.989577,154,-,15,20,8,10,-,-,0,-,-,20150318110000
879,"Hunan University of Traditional Chinese Medicine, Changsha",,28.127269,112.896395,21,71,38,9,8,14,15,13,1008,88,2,20150318110000
880,"Shaping, Changsha",,28.355246,113.00164,144,58,24,12,9,13,16,14,1010,88,1,20150318110000
881,Changsha,,28.224701,112.944264,34,45,2,4,6,13,15,13,1009,88,4,20150318110000
883,"City Monitoring Station, Xiangtan",,27.854149,112.901062,157,70,14,17,13,13,-,-,0,-,-,20150318110000
884,"HKUST, Xiangtan",,27.908165,112.912881,137,87,12,30,30,15,15,13,1009,88,1,20150318110000
885,Xiangtan,,27.826289,112.949479,85,57,34,17,8,13,15,13,1008,88,3,20150318110000
886,"Zhuye Hospital, Zhuzhou",,27.883542,113.101131,156,61,28,16,16,14,-,-,0,-,-,20150318110000
887,"No.4 middle school, Zhuzhou",,27.794671,113.195938,147,60,21,15,9,14,-,-,0,-,-,20150318110000
888,"Railway station, Zhuzhou",,27.8349,113.149149,149,70,20,16,9,21,15,14,1008,94,1,20150318110000
889,"City Monitoring Station, Zhuzhou",,27.849638,113.135836,142,59,17,14,17,25,-,-,0,-,-,20150318110000
890,"Dajing, Zhuzhou",,27.830311,113.25706,82,25,24,3,3,7,16,14,1009,88,1,20150318110000
891,Zhuzhou,,27.824409,113.139832,74,45,37,14,11,20,15,13,1008,88,2,20150318110000
1658,"Yuntian middle school, Zhuzhou",,27.992548,113.187459,127,59,15,7,5,9,-,-,0,-,-,20150318110000
1361,"South Lake Scenic Area, Yueyang",,29.355261,113.115378,156,75,22,16,1,31,-,-,0,-,-,20150318110000
1362,"Jinfeng Reservoir, Yueyang",,29.352305,113.217522,99,42,35,9,17,14,-,-,0,-,-,20150318110000
896,Yueyang,,29.354548,113.134922,65,68,105,17,12,21,16,15,1007,96,4,20150318110000
897,"Dingcheng District EPB, Changde",,29.014303,111.691833,158,78,14,17,6,13,-,-,0,-,-,20150318110000
898,"Baihe Hill, Changde",,29.072606,111.735659,144,59,7,6,2,3,-,-,0,-,-,20150318110000
899,"Municipal Technical Supervision Bureau, Changde",,29.038038,111.6736,159,90,11,14,12,21,16,14,1010,85,1,20150318110000
900,"No.2 middle school, Changde",,28.96732,111.707138,50,40,12,4,4,15,13,12,1011,89,3,20150318110000
1363,"City Monitoring Station, Changde",,29.021379,111.71002,151,65,43,12,10,13,-,-,0,-,-,20150318110000
901,Changde,,29.028648,111.704107,70,51,21,9,14,16,13,12,1009,89,5,20150318110000
902,"Yuanjiajie, Zhangjiajie",,29.297387,110.421733,156,62,36,2,3,5,,,0,,,20150318110000
903,"Power Administration Bureau, Zhangjiajie",,29.126345,110.47192,65,44,3,7,6,24,,,0,,,20150318110000
906,Zhangjiajie,,29.114231,110.484134,34,34,33,5,5,23,,,0,,,20150318110000
1659,Huaihua,,27.56621,110.006614,174,113,47,22,3,14,25,22,0,83,2,20150318110000
1660,Hengyang,,26.889645,112.577232,95,67,19,12,14,19,25,21,0,78,4,20150318110000
1661,Shaoyang,,27.235648,111.473355,153,75,24,12,27,14,24,18,1006,58,1,20150318110000
1662,Yiyang,,28.55071,112.360889,85,54,38,18,29,6,14,13,0,94,5,20150318110000
1663,Chenzhou,,25.767552,113.020226,13,12,22,4,2,8,22,18,1006,76,1,20150318110000
1664,Yongzhou,,26.416808,111.618691,153,64,24,29,30,18,14,14,1010,97,1,20150318110000
1665,Loudi,,27.696747,111.999011,68,41,44,17,4,8,16,14,0,89,5,20150318110000
907,"Zhenning Garden, Nanning",,22.784688,108.304953,114,52,26,11,5,6,-,-,0,-,-,20150318110000
908,"City Monitoring Station, Nanning",,22.819736,108.32499,95,48,28,9,7,6,22,21,1007,94,2,20150318110000
909,"Daziran Garden, Nanning",,22.802327,108.387089,104,40,36,5,4,5,21,20,1008,94,3,20150318110000
910,"Xianhu, Nanning",,22.7879,108.443064,119,53,32,8,6,9,21,20,1008,94,3,20150318110000
911,"District Agricultural Vocational College, Nanning",,22.843566,108.24292,107,53,25,12,6,9,21,20,1008,94,3,20150318110000
912,"Yinghua jiayuan, Nanning",,22.732221,108.331999,117,53,31,5,4,7,-,-,0,-,-,20150318110000
913,"Shajing town street committee, Nanning",,22.780442,108.247914,147,68,34,33,7,7,20,20,1005,100,1,20150318110000
1337,"Yongning District Government, Nanning",,22.755549,108.491317,179,96,8,27,16,11,14,10,1024,77,1,20150318110000
914,Nanning,,22.814552,108.3702,102,48,45,6,3,7,20,20,1005,100,1,20150318110000
915,"Haitan Park, Beihai",,21.401746,109.157592,85,44,48,6,5,11,-,-,0,-,-,20150318110000
916,"Beihai Industrial Park, Beihai",,21.422809,109.182003,74,39,38,13,2,10,22,21,1008,93,2,20150318110000
917,"New EPA, Beihai",,21.463737,109.102346,68,49,38,10,4,3,22,21,1010,96,2,20150318110000
918,Beihai,,21.478867,109.12422,93,51,45,14,4,10,22,21,1006,94,2,20150318110000
919,"Hexi water supply company, Liuzhou",,24.343135,109.389038,107,43,27,7,4,13,21,21,1008,96,1,20150318110000
920,"EPA Station, Liuzhou",,24.323702,109.414608,134,51,8,12,6,17,21,21,1008,96,1,20150318110000
921,"No.4 middle school, Liuzhou",,24.197352,109.424598,119,47,5,9,6,17,-,-,0,-,-,20150318110000
922,"No.9 middle school, Liuzhou",,24.381729,109.381808,170,58,8,19,12,17,-,-,0,-,-,20150318110000
923,"Liudong Primary School, Liuzhou",,24.386925,109.492755,117,54,38,4,4,5,24,21,1005,81,1,20150318110000
924,"Guting Hill, Liuzhou",,24.313015,109.488374,127,58,6,15,7,13,-,-,0,-,-,20150318110000
925,Liuzhou,,24.322813,109.42056,137,53,36,7,6,10,25,22,1004,77,2,20150318110000
926,"Monitoring station, Guilin",,25.254137,110.246546,154,56,23,22,9,16,20,19,1006,94,0,20150318110000
927,"Longyin Primary School, Guilin",,25.248029,110.313509,163,83,6,11,4,18,16,15,1008,94,0,20150318110000
928,"No.8 middle school, Guilin",,25.232915,110.262547,163,82,9,11,6,20,16,15,1008,94,2,20150318110000
929,"UESTC Yaoshan Campus, Guilin",,25.265319,110.394778,155,65,17,5,6,14,16,15,1008,94,2,20150318110000
930,Guilin,,25.270731,110.29478,154,44,23,20,8,18,20,19,1005,94,1,20150318110000
1450,"Longyin Street primiary school, Guilin",,25.267995,110.313521,164,81,17,11,6,19,16,15,1008,94,2,20150318110000
1451,"CPPCC Building, Wuzhou",,23.41239,111.240361,78,47,8,16,5,6,,,,,,20150318110000
1451,"CPPCC Building, Wuzhou",,23.476621,111.294829,78,47,8,16,5,6,,,,,,20150318110000
1453,"City EPA station, Qinzhou",,21.963777,108.6273,144,66,31,10,11,13,,,,,,20150318110000
1454,"Hanshan reservoir, Yulin",,22.699213,110.11518,117,-,20,3,8,7,,,,,,20150318110000
1455,"City Monitoring Station, Yulin",,22.638321,110.171993,93,43,16,8,40,16,,,,,,20150318110000
1456,"nanjiang No1 middle school, Yulin",,22.613659,110.147837,142,55,13,12,63,13,,,,,,20150318110000
1666,"Hong Danxia Forest Park, Yulin",,38.334919,109.746993,91,90,,12,2,22,,,,,,20150318110000
1667,"Century Plaza, Yulin",,38.291622,109.751191,-,-,-,-,-,-,,,,,,20150318110000
1668,"Experimental Middle  School, Yulin",,38.284414,109.734478,-,-,-,-,-,-,,,,,,20150318110000
1457,"City Monitoring Station, Baise",,23.898191,106.613701,168,75,45,8,5,18,,,,,,20150318110000
1458,"Blood Center, Baise",,23.88155,106.65618,164,92,40,22,11,5,,,,,,20150318110000
1459,"CPPCC Building, Hezhou",,24.414545,111.532095,102,50,10,5,5,8,,,,,,20150318110000
1459,"CPPCC Building, Hezhou",,24.404169,111.56732,102,50,10,5,5,8,,,,,,20150318110000
1461,"City EPA station, Hechi",,24.690008,108.058219,164,68,9,6,6,23,,,,,,20150318110000
931,"Zhongzhai Port, Haikou",,19.948477,110.579698,55,17,10,3,4,7,23,18,1006,73,4,20150318110000
932,"Hainan University, Haikou",,20.057457,110.323305,55,26,21,4,1,12,23,18,1006,73,4,20150318110000
933,"Xiuying Hainan Hospital, Haikou",,20.003195,110.287446,63,47,10,11,2,4,29,19,1010,55,6,20150318110000
934,"Hainan Normal University, Haikou",,19.994924,110.341933,61,23,34,6,1,6,23,19,1009,78,3,20150318110000
935,"Longhua road EPA dormitory, Haikou",,20.033598,110.334619,57,22,16,4,4,5,-,-,0,-,-,20150318110000
936,Haikou,,20.028742,110.333225,53,27,11,1,1,11,23,18,1006,73,4,20150318110000
939,Sanya,,18.251142,109.515993,65,40,27,5,1,6,24,21,1008,83,3,20150318120000
1462,"Yalong Bay, Sanya",,18.222661,109.62434,-,-,-,-,-,-,-,-,0,-,-,20150318120000
1227,Dongfang,,19.093504,108.655392,63,27,34,2,4,4,27,17,1005,46,4,20150318120000
1228,Wuzhishan,,18.773351,109.52102,89,40,24,1,5,9,29,22,1010,66,4,20150318120000
1380,"Qiongnan radio and television transmitting station, Wuzhishan",,18.763365,109.534658,55,58,36,5,1,7,21,16,1018,73,4,20150318120000
1463,"Institute of Forestry sub-station, Wuzhishan",,18.763465,109.534658,-,-,-,-,-,-,-,-,0,-,-,20150318120000
1464,"City Qiongnan radio and television transmitting station, Wuzhishan",,18.779253,109.511223,-,-,-,-,-,-,-,-,0,-,-,20150318120000
1229,Danzhou,,19.51916,109.584821,93,31,45,3,1,6,23,18,1008,73,3,20150318120000
1230,Qionghai,,19.256756,110.478998,42,55,35,1,1,9,30,20,1007,55,6,20150318120000
1381,"haigui middle school, Qionghai",,19.263666,110.469931,76,50,35,1,1,9,23,20,1009,83,4,20150318120000
1231,Ledongxian,,18.740902,109.182189,21,27,25,1,2,9,28,20,1014,62,6,20150318120000
1232,"Shitouyuan middle school, Wenchang",,19.638929,110.787151,,-,,,-,,-,-,0,-,-,20150318120000
1233,"City Mine station dormitory building , Wenchang",,19.61896,110.752145,-,-,-,-,-,-,-,-,0,-,-,20150318120000
1234,"City Land Resources Bureau office environment , Wenchang",,19.54895,110.806432,,-,-,-,-,-,-,-,0,-,-,20150318120000
1669,Wenchang,,19.541439,110.802196,34,25,29,3,2,6,29,20,1008,58,5,20150318120000
1235,"Chenbei xinqu sttion, Wanning",,18.828146,110.402316,65,25,43,7,2,2,,,,,,20150318120000
1236,"City Water Company sub-station , Wanning",,18.789205,110.361262,76,20,21,1,1,4,26,20,1012,69,4,20150318120000
1237,"Middle school, Wanning",,18.796743,110.397712,57,17,25,1,2,9,23,20,1009,83,4,20150318120000
1670,Wanning,,18.793585,110.395483,57,17,25,1,2,9,23,20,1009,83,4,20150318120000
1238,"Environmental resources monitoring unit, Dinganxian",,19.691001,110.328237,-,-,-,-,-,-,-,-,0,-,-,20150318120000
1382,"Water Company station, Dinganxian",,19.682071,110.348571,68,7,22,1,1,8,27,20,1013,65,5,20150318120000
1671,Dinganxian,,19.679705,110.363302,63,9,20,1,1,7,30,20,1006,55,6,20150318120000
1239,"Environmental resources monitoring unit, Tunchangxian",,19.348948,110.103002,93,44,,6,4,,,,,,,20150318120000
1240,"Land Environment and Resources Bureau, Chengmaixian",,19.758086,110.010247,38,32,10,3,5,4,,,,,,20150318120000
1241,"Commission compound Archives , Lingaoxian",,19.909939,109.6947,50,21,23,1,8,7,,,,,,20150318120000
1242,"Commission for Discipline Building Station, Lingshuixian",,18.506809,110.039993,-,-,-,-,-,-,,,,,,20150318120000
1243,"Land Environment and Resources Bureau, Qiongzhongxian",,19.038965,109.841279,65,27,25,2,2,6,,,,,,20150318120000
1244,"Land Environment and Resources Bureau , Changjiangxian",,19.274424,109.064625,114,55,27,6,3,10,,,,,,20150318120000
952,"Jinyun Mountain, Chongqing",,29.824714,106.383015,122,66,40,12,5,11,18,14,1008,77,2,20150318120000
953,"Gaojia Garden, Chongqing",,29.571004,106.463961,164,102,38,31,10,12,18,14,1008,77,2,20150318120000
954,"Tiansheng, Chongqing",,29.823915,106.428032,181,81,28,22,20,12,18,14,1008,77,2,20150318120000
955,"Huqi, Chongqing",,29.595635,106.299819,167,83,41,18,29,7,17,14,1008,82,1,20150318120000
956,"Nanping, Chongqing",,29.51576,106.543738,162,76,29,17,7,5,16,14,1006,88,3,20150318120000
957,"Baishiyi, Chongqing",,29.47961,106.367969,164,77,34,10,11,8,18,14,1008,77,2,20150318120000
958,"Liberation Monument, Chongqing",,29.561321,106.574692,151,68,23,34,8,10,17,13,1008,77,2,20150318120000
959,"Yangjiaping, Chongqing",,29.513635,106.515811,170,91,20,20,19,12,18,14,1008,77,2,20150318120000
960,"Konggang, Chongqing",,29.709652,106.620717,171,89,39,15,21,11,20,14,1010,68,3,20150318120000
961,"Xinshan village, Chongqing",,29.486551,106.471936,157,75,42,22,13,11,16,14,1007,88,2,20150318120000
962,"Lijia, Chongqing",,29.642458,106.565707,149,73,30,9,9,12,22,14,1007,60,2,20150318120000
963,"Yuxin Street, Chongqing",,29.506441,106.51282,165,76,31,13,12,11,18,14,1008,77,3,20150318120000
964,"Caijia, Chongqing",,29.424246,106.594678,154,70,44,17,6,13,16,13,1006,82,2,20150318120000
965,Chongqing,,29.560161,106.555275,160,77,42,21,13,12,17,13,1007,77,1,20150318120000
966,"City EPA station, Guiyang",,26.565355,106.700834,164,104,36,38,12,10,-,-,0,-,-,20150318120000
967,"Jinyang New District, Guiyang",,26.622925,106.627857,155,52,36,9,3,6,-,-,0,-,-,20150318120000
968,"Wudang District, Guiyang",,26.630797,106.752525,151,58,46,13,4,6,-,-,0,-,-,20150318120000
969,"Huaxi District, Guiyang",,26.43281,106.659016,155,61,45,19,15,3,16,15,1010,94,2,20150318120000
970,"Xiaohe District, Guiyang",,26.511961,106.698525,117,55,71,39,17,9,16,15,1010,94,2,20150318120000
971,"Hongbianmen, Guiyang",,26.597371,106.714267,170,90,75,12,14,15,17,15,1007,88,3,20150318120000
972,"Yejingting, Guiyang",,26.566183,106.720177,161,73,45,39,16,9,16,15,1010,94,2,20150318120000
1245,"Jinyang District, Guiyang",,26.622892,106.627807,147,56,48,5,3,6,17,15,1008,88,1,20150318120000
974,"Tongmuling, Guiyang",,26.296842,106.808788,152,54,58,1,4,5,16,15,1010,94,2,20150318120000
975,Guiyang,,26.643992,106.633723,177,113,127,30,11,21,16,15,1007,94,2,20150318120000
976,"Gantianba, Zunyi",,27.716461,106.921584,167,68,23,12,3,10,-,-,0,-,-,20150318120000
977,"Zhongzhuang, Zunyi",,27.645076,106.894335,144,65,23,16,23,9,17,15,0,89,2,20150318120000
978,"Zhoushui  Bridge, Zunyi",,27.684247,106.926869,162,67,20,19,38,10,-,-,0,-,-,20150318120000
979,"Dingzikou, Zunyi",,27.683412,106.926033,119,54,48,6,9,16,15,14,0,92,2,20150318120000
980,Zunyi,,27.722123,106.931212,147,61,75,15,27,11,15,14,0,92,2,20150318120000
981,"Chenggong New Area, Kunming",,24.885454,102.822434,93,46,46,13,5,7,-,-,0,-,-,20150318120000
982,"Xishan Forest Park, Kunming",,24.959273,102.626245,80,40,48,10,55,10,-,-,0,-,-,20150318120000
983,"Longquan Town, Kunming",,25.080649,102.729469,80,44,44,12,8,6,-,-,0,-,-,20150318120000
984,"Dongfeng East Road, Kunming",,25.037539,102.723459,109,54,19,23,8,6,16,2,1019,39,7,20150318120000
985,"Jinding Mountain, Kunming",,25.063979,102.682372,89,51,43,15,7,11,16,2,1019,39,7,20150318120000
986,"Biji Square, Kunming",,25.032798,102.63927,76,38,47,15,5,7,16,2,1019,39,7,20150318120000
882,Kunming,,24.877113,102.834277,97,50,40,6,8,8,15,2,1016,42,5,20150318120000
987,"Dongfeng Reservoir, Yuxi",,24.366326,102.578986,70,28,12,2,5,23,-,-,0,-,-,20150318120000
988,"City Monitoring Station, Yuxi",,24.357218,102.544593,99,59,20,32,14,14,13,2,1016,47,2,20150318120000
989,"Dayingjie town, Yuxi",,24.338187,102.497783,70,34,39,10,5,15,14,1,1017,41,5,20150318120000
990,Yuxi,,24.348971,102.547796,104,64,38,37,15,24,15,2,1017,42,4,20150318120000
992,"Environmental Monitoring Station, Qujing",,25.113618,103.543517,104,41,48,6,10,5,18,2,0,24,4,20150318120000
993,Qujing,,25.487008,103.79819,109,55,64,6,15,5,23,1,0,14,6,20150318120000
1672,Lijiang,,26.8515,100.228883,34,66,39,1,8,9,21,-7,0,7,9,20150318120000
1469,"City center, Lijiang",,26.887067,100.22144,42,20,45,4,3,6,14,-2,0,22,4,20150318120000
1673,Honghe,,23.360616,103.376823,114,53,123,3,4,3,30,2,1002,8,3,20150318120000
1575,"Sewage treatment plant, Honghe",,23.396795,103.379229,151,54,133,3,4,4,-,-,0,-,-,20150318120000
1576,"Monitoring station, Honghe",,23.414304,103.388043,122,54,175,1,2,2,22,5,1004,22,1,20150318120000
1465,"City EPA, Baoshan",,25.129927,99.172007,124,50,54,11,1,1,,,,,,20150318120000
1466,"City Environmental Monitoring Station, Baoshan",,25.105231,99.168711,-,-,-,-,-,-,,,,,,20150318120000
1467,"Monitoring station, Zhaotong",,27.335756,103.705268,160,79,43,11,3,6,,,,,,20150318120000
1468,"Environment protection office, Zhaotong",,27.33268,103.7246,154,59,116,3,8,6,,,,,,20150318120000
1470,"City EPA, Lincang",,23.879612,100.088151,144,-,17,12,4,4,,,,,,20150318120000
1471,"Bureau of Meteorology, Lincang",,23.8956,100.079445,107,52,103,5,7,12,,,,,,20150318120000
1573,"State Environmental Monitoring Station, Chuxiong",,25.041013,101.549617,38,27,22,2,5,5,,,,,,20150318120000
1574,"City Economic Development Zone, Chuxiong",,25.046137,101.539442,76,28,35,2,3,5,,,,,,20150318120000
1472,"State Water Authority, Wenshan",,23.356721,104.255389,168,75,91,7,13,8,,,,,,20150318120000
1473,"City convenient service centers, Wenshan",,23.386532,104.233989,147,64,130,10,17,8,,,,,,20150318120000
1474,"Jinghong City Jiangnan, Xishuangbanna",,21.999048,100.795027,151,93,140,23,6,20,,,,,,20150318120000
1475,"Jinghong Jiangbei, Xishuangbanna",,22.019626,100.802818,-,-,-,-,-,-,,,,,,20150318120000
1476,"Dali City Environmental Monitoring Station, Dali",,25.702437,100.155433,127,42,44,12,2,3,,,,,,20150318120000
1477,"Dehong Stations, Dehong",,24.42483,98.584353,104,81,168,24,1,6,,,,,,20150318120000
1577,"State Stations, Nujiang",,25.853353,98.86049,97,38,38,4,8,1,,,,,,20150318120000
1479,"Diqing station, Diqing",,27.828208,99.7067,46,17,28,4,4,7,,,,,,20150318120000
994,"Bakuo street, Lhasa",,29.632276,91.131845,21,13,44,5,2,9,-,-,0,-,-,20150318120000
1074,"City EPA, Lhasa",,29.64868,91.131546,9,8,35,5,7,6,-,-,0,-,-,20150318120000
995,"District Monitoring Station, Lhasa",,29.631992,91.084862,25,23,49,5,-,5,-,-,0,-,-,20150318120000
996,"Tibet University, Lhasa",,29.641683,91.127951,38,25,41,1,4,3,9,-24,0,4,2,20150318120000
997,"District radiation station, Lhasa",,29.662003,91.106568,65,63,91,2,5,3,9,-20,0,4,1,20150318120000
998,"Lhasa Railway Station, Lhasa",,29.631185,91.077354,21,8,42,1,3,3,-,-,0,-,-,20150318120000
999,Lhasa,,29.642818,91.142385,42,38,46,2,5,8,8,-23,0,4,4,20150318120000
1000,"High Voltage Switchgear Factory, Xian",,34.27329,108.886585,192,188,83,37,29,21,12,7,1011,72,1,20150318120000
1001,"Xingqing Compound, Xian",,34.261443,108.997844,174,173,43,65,23,23,12,7,1011,72,1,20150318120000
1002,"Fangzhicheng, Xian",,34.255916,109.065098,192,177,49,71,21,9,12,7,1011,72,1,20150318120000
1003,"Xiaozhai, Xian",,34.230798,108.944647,207,240,39,54,27,22,13,7,1011,67,2,20150318120000
1004,"City People Stadium, Xian",,34.269741,108.958692,226,178,117,9,15,24,12,7,1011,72,1,20150318120000
1005,"Gaoxin West Area, Xian",,34.228672,108.887581,225,290,78,70,24,25,12,7,1011,72,1,20150318120000
1006,"Economic Development Zone, Xian",,34.34584,108.939644,228,61,28,30,10,11,8,6,1015,87,5,20150318120000
1007,"Yanliang District, Xian",,34.656366,109.205094,171,144,36,30,22,19,8,1,1023,62,1,20150318120000
1008,"Lintong District, Xian",,34.371737,109.22365,172,183,27,21,14,,12,7,1011,72,1,20150318120000
1009,"Qujiang Cultural Industry Group, Xian",,34.196295,108.989804,187,136,46,32,11,30,12,7,1011,72,1,20150318120000
1010,"Guangyuntan, Xian",,34.326112,109.048052,177,116,75,32,23,23,13,7,1011,67,2,20150318120000
1285,"City Stadium, Xian",,34.268488,108.963074,147,65,12,5,12,14,8,6,1015,87,6,20150318120000
1011,Xian,,34.340013,108.944832,122,51,32,2,14,13,8,7,1015,93,5,20150318120000
1012,"Sanlu Hospital, Baoji",,34.365861,107.195288,80,44,30,8,4,12,10,7,0,84,2,20150318120000
1013,"Zhuyuangou, Baoji",,34.300388,107.081452,85,36,29,15,4,11,13,5,0,59,3,20150318120000
1014,"Monitoring station, Baoji",,34.35344,107.147859,74,43,42,6,4,13,10,7,0,84,2,20150318120000
1015,"Technical Schools, Baoji",,34.372526,100.12016,91,40,39,3,4,24,10,7,0,84,2,20150318120000
1016,"Chencang EPA compound, Baoji",,34.378968,107.470464,80,30,12,7,7,9,10,7,0,84,2,20150318120000
1020,Baoji,,34.36056,107.242666,153,75,42,21,10,26,11,8,0,83,2,20150318120000
1674,"EPA Chencang, Baoji",,34.351558,107.395583,207,109,33,26,38,23,13,5,0,59,3,20150318120000
1022,Tongchuan,,34.895671,108.94995,117,67,89,13,14,17,10,9,1015,94,6,20150318120000
1023,"Agriculture Science Institute, Weinan",,34.508625,109.534251,169,117,13,17,15,11,12,7,1011,72,1,20150318120000
1024,"Gymnasium, Weinan",,34.494658,109.458646,173,125,56,22,14,13,13,7,1011,67,2,20150318120000
1025,"Daily newspaper office, Weinan",,34.498979,109.505453,97,55,26,1,2,12,8,6,1015,87,6,20150318120000
1026,Weinan,,34.498668,109.51493,152,60,32,5,16,14,8,7,1015,93,4,20150318120000
1027,"Normal university, Xianyang",,35.833138,108.730663,104,50,42,1,4,12,8,6,1015,87,6,20150318120000
1028,"Weather Monitoring Station, Xianyang",,34.394439,108.7247,175,120,11,6,15,18,13,7,1011,67,2,20150318120000
1030,Xianyang,,34.328121,108.713676,80,32,56,19,38,15,10,9,1015,94,6,20150318120000
1031,"City Monitoring Station, Yanan",,36.576781,109.487649,119,52,76,24,4,13,8,7,1014,87,2,20150318120000
1032,"University Hospital, Yanan",,36.600136,109.484329,134,139,47,46,18,19,10,-11,1012,11,4,20150318120000
1033,Yanan,,36.585552,109.49513,155,40,97,32,12,20,8,7,1014,87,2,20150318120000
1675,"Hanchuan Machine factory school, Hanzhong",,33.182293,106.993684,144,60,24,6,10,11,,,,,,20150318120000
1676,"City Monitoring Station, Hanzhong",,33.068693,107.019889,170,85,43,16,12,14,,,,,,20150318120000
1677,"Xinyuan BDA, Hanzhong",,33.111904,107.013364,163,75,34,27,19,15,,,,,,20150318120000
1678,"Nanzheng big Hekan Waterworks, Hanzhong",,33.030341,107.01145,167,81,26,15,6,14,,,,,,20150318120000
1679,"Monitoring station, Shangluo",,33.869795,109.920355,172,79,55,21,2,12,,,,,,20150318120000
1680,"East Yongsan Bureau of Meteorology, Shangluo",,33.849275,109.971052,180,84,40,8,4,17,,,,,,20150318120000
1034,"Worker hospital, Lanzhou",,36.075353,103.714471,153,121,9,22,6,11,-2,-11,1015,51,4,20150318120000
