locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
541,"EPA building, Quzhou",,28.937291,118.876081,122,60,22,2,9,14,-,-,0,-,-,20150318100000
542,"Experimental school, Quzhou",,28.961502,118.880916,112,52,29,16,10,14,-,-,0,-,-,20150318100000
543,"Quzhou University, Quzhou",,28.971452,118.860052,93,66,18,13,4,11,13,13,1014,99,0,20150318100000
544,Quzhou,,28.966994,118.864252,156,104,45,29,6,15,20,20,1006,100,0,20150318100000
545,"Putuo east port, Zhoushan",,29.951412,122.317679,104,45,28,21,18,11,21,18,1007,83,5,20150318100000
546,"Dinghai tanfeng, Zhoushan",,30.018014,122.126566,30,9,37,7,2,4,13,13,1015,100,1,20150318100000
547,Zhoushan,,29.983049,122.210763,139,57,50,11,4,8,11,2,1014,54,7,20150318100000
548,"Taizhou EPA building, Taizhou",,28.651216,121.42331,114,95,30,12,3,4,18,17,0,89,5,20150318100000
549,"Luqiao Tian Yang Wang, Taizhou",,28.574364,121.381194,109,69,37,18,3,7,15,13,0,91,2,20150318100000
550,"Huangyan EPA building, Taizhou",,28.656151,121.285064,155,70,39,12,2,7,-,-,0,-,-,20150318100000
551,"Yu Zhuang Qian, Lishui",,28.419638,119.883884,151,54,61,12,3,9,-,-,0,-,-,20150318100000
1609,"City EPA, Pingxiang",,27.640767,113.87387,165,76,11,12,11,12,15,14,1010,92,3,20150318100000
552,"Monitoring station building, Lishui",,28.444379,119.923103,117,57,85,14,4,11,-,-,0,-,-,20150318100000
553,"Liandu primary school, Lishui",,28.450912,119.939332,149,60,44,13,1,8,20,18,1007,86,1,20150318100000
554,Lishui,,28.464224,119.927201,112,43,76,8,3,6,20,18,1007,86,1,20150318100000
1248,Jingningxian,,27.977454,119.634837,57,38,12,3,2,6,,,,,,20150318100000
555,Taigu Primary School,,29.864178,121.60022,61,17,26,10,6,6,24,17,1011,65,6,20150318100000
556,Qianhu shuihan,,29.862459,121.5328,61,30,16,12,2,6,19,17,1004,88,3,20150318100000
557,Sanjiang secondary schools,,29.891563,121.568427,70,30,23,12,4,9,19,17,1005,88,4,20150318100000
558,Longsai Hospital,,29.957301,121.726734,89,34,25,10,6,8,19,17,1005,88,4,20150318100000
559,Beilun District EPB,,29.911633,121.850773,46,22,28,7,3,5,24,17,1011,65,6,20150318100000
560,Wanli University,,29.821314,121.574364,156,65,17,31,8,8,21,19,1007,88,4,20150318100000
561,Qianhu water plant,,29.774416,121.648136,50,14,37,5,4,4,13,13,1015,100,1,20150318100000
562,Municipal management station,,29.899182,121.626691,59,25,21,13,4,5,13,13,1014,100,1,20150318100000
1177,Daxie Literary Museum,,29.9027,121.986447,65,20,31,8,5,4,24,17,1011,65,6,20150318100000
1179,Cixi Experimently Primary School,,30.179808,121.268672,109,48,6,23,12,11,13,13,1015,100,1,20150318100000
1180,"Yongsan Park, Yuyao",,30.050842,121.162477,91,31,13,16,5,5,12,12,1015,100,2,20150318100000
1181,"Qilupu Water Company, Yuyao",,30.039112,121.133416,117,45,12,17,8,7,-,-,0,-,-,20150318100000
1182,Fenghua EPB,,29.666557,121.42069,59,23,27,9,6,7,24,17,1011,65,6,20150318100000
1183,"Yuelong station, Ninghai",,29.296505,121.445872,55,12,36,4,3,4,12,12,1014,100,3,20150318100000
1184,"Wenfeng Primary School, Xiangshan",,29.470908,121.889544,104,37,29,6,3,4,17,17,1006,100,2,20150318100000
1185,"Chengnan Primary School, Ninghai",,29.293812,121.43666,57,18,29,8,4,5,-,-,0,-,-,20150318100000
1186,"Xingang Primary School, Xiangshan",,29.203878,121.952514,50,8,28,14,4,4,-,-,0,-,-,20150318100000
1356,Haishu City Monitoring Center,,29.86835,121.539341,85,41,16,31,2,5,13,13,1015,100,1,20150318100000
1357,Fenghua Xikou government,,29.693164,121.29331,80,32,10,12,10,8,24,17,1011,65,6,20150318100000
1294,Ningbo,,29.865766,121.548164,70,27,41,12,8,9,26,19,1008,65,6,20150318100000
1188,Yiwu,,29.304353,120.079794,173,95,199,26,15,22,18,17,0,95,2,20150318100000
1189,Zhuji,,29.711185,120.240748,165,85,6,32,9,23,18,16,1007,88,2,20150318100000
1403,"City Monitoring Station, Fuyang",,32.890779,115.832836,142,48,41,18,18,7,-,-,0,-,-,20150318100000
1404,"City committee communist party school, Fuyang",,32.886607,115.81598,160,71,27,17,16,5,-,-,0,-,-,20150318100000
1405,"BDA, Fuyang",,32.858208,115.860861,152,52,44,11,84,10,23,15,1010,61,2,20150318100000
567,"Xianlin University Town , Nanjing",,32.106958,118.919882,-,-,-,-,-,-,-,-,0,-,-,20150318100000
564,"Ruijin Road , Nanjing",,32.029321,118.80817,154,68,16,22,8,0,12,12,1013,100,3,20150318100000
565,"Xuanwu Lake, Nanjing",,32.075423,118.800188,-,-,-,-,-,-,-,-,0,-,-,20150318100000
563,"Shanxi Road , Nanjing",,32.06795,118.779216,158,76,28,18,6,0,12,12,1013,100,3,20150318100000
566,"Olympic Center, Nanjing",,32.007171,118.742217,168,82,25,25,6,0,12,12,1013,100,3,20150318100000
568,Nanjing,,32.058179,118.802061,9,19,18,12,6,0,12,12,1006,100,2,20150318100000
597,"Yuhong Elementary School , Wuxi",,31.561155,120.249588,144,53,40,19,9,0,13,13,1014,100,4,20150318100000
595,"University Town , Wuxi",,31.484752,120.273571,63,39,32,13,6,0,13,13,1014,100,4,20150318100000
596,"Shibei High School , Wuxi",,31.619969,120.279584,93,51,23,22,9,0,13,13,1014,100,3,20150318100000
598,Wuxi,,31.488746,120.31575,102,51,32,21,6,0,17,16,1004,94,3,20150318100000
584,"Yellow river new village , Xuzhou",,34.271542,117.177241,181,134,30,30,30,0,13,11,1015,87,1,20150318100000
587,"Taoyuan road, Xuzhou",,34.289822,117.249721,186,111,30,26,28,0,-,-,0,-,-,20150318100000
589,"Tongshan EPA, Xuzhou",,34.179384,117.171798,137,50,15,27,6,0,9,8,1012,90,3,20150318100000
588,"Agricultural Science Academy , Xuzhou",,34.27655,117.299079,174,103,27,23,10,0,-,-,0,-,-,20150318100000
586,"New Town , Xuzhou",,34.213992,117.261718,178,101,29,13,6,0,12,11,1013,86,2,20150318100000
585,"Tongshan Veterinary Hospital , Xuzhou",,34.307086,117.197766,170,85,24,22,10,0,12,11,1014,86,1,20150318100000
590,Xuzhou,,34.20346,117.289825,82,27,20,9,4,0,10,9,1012,90,4,20150318100000
599,Changzhou,,31.808037,119.979205,172,86,6,22,36,13,11,9,0,88,5,20150318100000
603,"City Monitoring Station, Changzhou",,31.777201,119.979426,134,67,33,20,12,0,16,14,0,89,3,20150318100000
601,"Changzhou Engineering Institute , Changzhou",,31.806828,119.966724,59,22,19,15,7,0,14,14,0,97,4,20150318100000
600,"Chengjian School, Changzhou",,31.776476,119.937681,129,55,38,22,4,0,-,-,0,-,-,20150318100000
602,"Wujin Monitoring Station, Changzhou",,31.701788,119.939676,76,35,37,10,4,0,14,13,0,93,3,20150318100000
569,"Shangfang hill , Suzhou",,31.24502,120.565211,82,25,26,17,5,0,13,13,1015,100,4,20150318100000
573,"Xiangcheng district, Suzhou",,31.368674,120.645209,68,51,23,17,4,0,13,13,1015,100,4,20150318100000
570,"Wuzhong District , Suzhou",,31.268105,120.61717,61,57,34,30,3,0,13,13,1014,100,3,20150318100000
571,"Suzhou New District , Suzhou",,31.297277,120.547262,247,45,27,24,8,0,13,13,1015,100,4,20150318100000
572,"Suzhou Industrial Area, Suzhou",,31.307603,120.673257,132,51,48,30,9,0,17,17,1004,100,3,20150318100000
1406,"Railway station, Suzhou",,33.638544,116.973999,160,76,17,12,7,12,-,-,0,-,-,20150318100000
576,"Xinghu park, Nantong",,31.927873,120.944254,76,27,26,21,9,0,15,13,0,89,4,20150318100000
575,"South suburb , Nantong",,31.957836,120.917218,63,27,37,12,9,0,-,-,0,-,-,20150318100000
577,"Zilang school, Nantong",,32.039638,120.814358,89,44,27,24,7,0,-,-,0,-,-,20150318100000
578,Nantong,,31.978005,120.898555,55,22,32,7,10,0,13,13,0,96,3,20150318100000
579,Lianyungang,,34.595509,119.226814,152,84,21,27,10,7,8,8,1016,96,0,20150318100000
583,"City Monitoring Station, Lianyungang",,34.586791,119.186929,151,56,38,14,3,0,12,11,1015,94,2,20150318100000
582,"Hengrui pharmaceutical company, BDA, Lianyungang",,34.697574,119.353668,153,70,44,27,8,0,-,-,0,-,-,20150318100000
581,"Xugou Nuclear Expert Village , Lianyungang",,34.749957,119.373707,114,58,25,14,5,0,12,11,1015,94,2,20150318100000
580,"Hongmen police substation, Lianyungang",,34.588692,119.146693,117,74,47,16,7,0,10,10,1016,97,2,20150318100000
613,Yancheng,,33.345939,120.168504,144,52,30,5,3,7,11,10,1016,95,4,20150318100000
616,"City Monitoring Station, Yancheng",,33.390623,120.164423,157,80,38,9,2,0,,,0,,,20150318100000
612,"Yancheng power station , Yancheng",,33.400859,120.123067,147,79,172,8,3,0,,,0,,,20150318100000
615,"BDA Management Committe, Yancheng",,33.393191,120.22978,72,34,45,9,7,0,,,0,,,20150318100000
614,"Wenfeng Middle School , Yancheng",,33.370531,120.134041,157,81,42,3,7,0,,,0,,,20150318100000
591,Yangzhou,,32.39233,119.418446,159,69,10,19,10,5,11,9,0,90,6,20150318100000
594,"City Monitoring Station, Yangzhou",,32.406588,119.41591,139,90,20,19,16,0,11,11,0,100,2,20150318100000
592,"Hanjiang Monitoring Station, Yangzhou",,32.374218,119.394484,161,114,29,8,8,0,15,13,0,86,3,20150318100000
593,"No. 4 Hospital, Yangzhou",,32.401394,119.44444,158,76,29,17,5,0,8,7,0,92,3,20150318100000
604,Zhenjiang,,32.18597,119.431281,170,79,4,39,15,13,9,8,0,93,5,20150318100000
608,"City Monitoring Station, Zhenjiang",,32.202178,119.439766,151,80,25,19,11,0,13,13,1013,100,3,20150318100000
606,"Vocational Education Center , Zhenjiang",,32.212973,119.496253,25,15,19,12,4,0,12,12,1006,100,2,20150318100000
607,"Dantu Monitoring Station , Zhenjiang",,32.130026,119.435432,151,56,27,14,8,0,-,-,0,-,-,20150318100000
605,"New District Administrative office , Zhenjiang",,32.186174,119.685021,25,24,21,20,8,0,12,12,1007,100,2,20150318100000
610,"Students Innovation Park , Taizhoushi",,32.461672,119.892761,89,30,17,9,14,0,-,-,0,-,-,20150318100000
609,"Gaogang Adminstrative office , Taizhoushi",,32.300768,119.886757,152,102,19,9,10,0,-,-,0,-,-,20150318100000
611,Taizhoushi,,32.453555,119.927852,55,19,19,4,7,0,10,10,0,100,4,20150318100000
617,Suqian,,33.960666,118.281004,160,87,24,7,5,7,11,10,0,91,6,20150318100000
618,"Suqian College , Suqian",,33.951472,118.298523,183,119,28,14,6,0,14,13,0,98,3,20150318100000
621,"City Monitoring Station, Suqian",,33.956982,118.277022,195,143,16,21,7,0,14,13,0,98,3,20150318100000
619,"Suqian Middle School , Suqian",,33.95784,118.249505,162,96,17,13,9,0,12,12,0,98,2,20150318100000
1582,"Suyu EPA, Suqian",,33.94972,118.326569,174,164,34,28,12,0,-,-,0,-,-,20150318100000
620,"Suyu District Environmental Protection Agency , Suqian",,33.94932,118.326569,174,164,34,26,12,0,14,13,0,98,3,20150318100000
1583,"Hongqiao Post, Jiangyin",,31.918224,120.272909,112,57,20,16,10,0,-,-,0,-,-,20150318100000
1584,"Wuxing Park, Jiangyin",,31.906523,120.242027,147,58,19,15,6,0,-,-,0,-,-,20150318100000
1585,"Second Experimental Primary School, Jiangyin",,31.917765,120.306332,127,62,19,22,11,0,14,13,0,93,3,20150318100000
1586,"City EPA, Yixing",,31.352131,119.822547,65,27,34,12,6,0,,,,,,20150318100000
1587,"Yi Park, Yixing",,31.369376,119.799114,74,26,33,14,7,0,,,,,,20150318100000
1588,"East Gate Station, Liyang",,31.398126,119.465288,82,51,38,22,8,0,,,,,,20150318100000
1589,"City Monitoring Station, Jintan",,31.76663,119.776897,74,35,36,15,6,0,,,,,,20150318100000
1590,"Water Company, Jintan",,31.793623,119.780294,85,36,41,19,8,0,,,,,,20150318100000
1591,"Hai Yu sub-station, Changshu",,31.667562,120.761896,74,33,,17,2,0,-,-,0,-,-,20150318100000
1592,"Ling Tong sub-station, Changshu",,31.654359,120.738291,65,49,28,16,7,0,14,13,0,91,4,20150318100000
1593,"Xingfu sub-station, Changshu",,31.669247,120.72488,76,50,20,16,6,0,14,13,0,91,4,20150318100000
1594,"City Monitoring Station, Zhangjiagang",,31.872154,120.530765,13,66,23,,9,0,,,,,,20150318100000
1595,"North Elementary School, Zhangjiagang",,31.879797,120.553992,134,68,24,12,8,0,,,,,,20150318100000
1596,"Experimental Primary School, Kunshan",,31.385405,120.95734,68,41,27,17,5,0,,,,,,20150318100000
1597,"Zhenchuan High School, Kunshan",,31.379428,121.003292,82,43,25,13,10,0,,,,,,20150318100000
1598,"City EPA, Wujiang",,31.143379,120.646092,30,19,31,12,2,0,13,13,1014,100,3,20150318100000
1599,"Teacher training school, Wujiang",,31.167781,120.638883,68,25,290,33,4,0,17,17,1003,100,1,20150318100000
1600,"BDA, Wujiang",,31.16952,120.662524,9,1,34,11,8,0,-,-,0,-,-,20150318100000
1601,"City Monitoring Station, Taicang",,31.451531,121.119332,117,52,25,14,7,0,,,,,,20150318100000
1602,"City Monitoring Station, Haimen",,31.89373,121.17728,59,30,36,9,5,0,,,,,,20150318100000
1603,"beilei kindergarten, Haimen",,31.894164,121.158917,46,26,34,14,7,0,,,,,,20150318100000
1604,"Fire Command Center, Jurong",,31.953134,119.15142,99,38,29,6,11,0,,,,,,20150318100000
622,Taizhou,,28.653436,121.425185,163,72,60,9,3,6,7,5,0,84,1,20150318100000
1610,Jiangyin,,31.918698,120.289555,46,17,19,11,8,0,14,14,0,100,2,20150318100000
1611,Changshu,,31.65175,120.756899,154,66,31,34,2,0,16,14,0,93,4,20150318100000
1612,Wujiang,,31.136851,120.649332,156,77,31,19,10,0,21,15,1011,68,5,20150318100000
623,Donghu Liyuan,,30.572324,114.377844,59,15,8,12,5,22,13,12,1009,94,2,20150318100000
624,Yuehu Lake,,30.554662,114.256937,119,48,2,21,13,12,17,15,1008,88,5,20150318100000
625,Hankou Huaqiao ,,30.61724,114.287652,155,61,6,24,14,17,17,16,1009,94,3,20150318100000
626,Wuchang Ziyang ,,30.530801,114.309438,55,6,5,13,2,9,14,12,1009,88,2,20150318100000
627,Qingshan Ganghua,,30.622435,114.375599,154,46,7,16,18,30,17,15,1009,88,3,20150318100000
628,Dunkou Xinou,,30.480091,114.162176,137,54,13,9,14,12,17,15,1009,88,3,20150318100000
629,Donghu Gaoxin,,30.48095,114.40724,129,57,4,14,4,13,17,16,1009,94,3,20150318100000
630,Wujianshan,,30.63114,114.135907,161,65,8,30,9,17,16,14,1009,88,5,20150318100000
631,Yuanshun Road,,30.297142,113.858587,152,49,19,17,8,12,16,14,1011,88,4,20150318100000
632,Wuhan,,30.590689,114.310838,63,17,4,19,5,17,12,11,1012,94,3,20150318100000
1190,"Silingsan Factory, Yichang",,30.713288,111.306585,185,101,38,24,5,9,14,13,1008,93,1,20150318100000
1190,"Silingsan Factory, Yichang",,30.713288,111.306585,185,101,38,24,5,9,14,13,1008,93,1,20150318100000
633,Yichang,,30.689528,111.292131,194,105,42,27,15,14,13,13,1008,99,1,20150318100000
633,Yichang,,30.689528,111.292131,194,105,42,27,15,14,13,13,1008,99,1,20150318100000
1191,"City Library , Jingzhou",,30.31494,112.260844,149,65,43,15,13,12,-,-,0,-,-,20150318100000
1191,"City Library , Jingzhou",,30.31494,112.260844,149,65,43,15,13,12,-,-,0,-,-,20150318100000
1192,"City committee communist party school, Jingzhou",,30.349004,112.212531,139,63,46,18,9,15,-,-,0,-,-,20150318100000
1192,"City committee communist party school, Jingzhou",,30.35054,112.20743,139,63,46,18,9,15,-,-,0,-,-,20150318100000
1193,"kerong EPA, Jingzhou",,30.302965,112.29443,147,63,41,10,5,9,-,-,0,-,-,20150318100000
1193,"kerong EPA, Jingzhou",,30.302965,112.29443,147,63,41,10,5,9,-,-,0,-,-,20150318100000
634,Jingzhou,,30.332608,112.245451,1,1,19,0,0,12,14,13,1009,96,2,20150318100000
634,Jingzhou,,30.332608,112.245451,1,1,19,0,0,12,14,13,1009,96,2,20150318100000
635,Huangshi,,30.19723,115.043908,93,40,3,15,8,18,17,,1011,96,5,20150318100000
635,Huangshi,,30.19723,115.043908,93,40,3,15,8,18,17,,1011,96,5,20150318100000
1194,"Chenjiaying, Huangshi",,30.232823,115.067923,157,87,2,17,31,24,19,,1012,97,3,20150318100000
1195,"Chenjiawan , Huangshi",,30.200422,115.082138,156,112,8,15,26,12,19,,1012,97,3,20150318100000
1196,"Xinxialu, Huangshi",,30.17332,114.954357,137,92,13,13,3,13,19,,1012,97,3,20150318100000
1197,"Tie montian, Huangshi",,30.203885,114.906439,151,57,8,-,-,12,14,,1013,96,2,20150318100000
1198,"BDA, Huangshi",,30.207491,115.031739,114,55,8,16,8,11,17,,1012,94,4,20150318100000
636,Shiyan,,32.627208,110.803311,191,109,10,33,12,11,16,,,97,3,20150318100000
636,Shiyan,,32.627208,110.803311,191,109,10,33,12,11,16,,,97,3,20150318100000
1199,"Wudang Mountain , Shiyan",,32.392921,111.047655,209,130,22,7,4,6,12,,,100,1,20150318100000
1200,"Riverside Village , Shiyan",,32.647286,110.785335,199,116,16,34,16,19,12,,,100,1,20150318100000
1201,"Liujiagou , Shiyan",,32.636732,110.731129,222,129,22,27,20,14,12,,,100,1,20150318100000
1613,"Zhuxi County, Shiyan",,32.316015,109.720313,114,-,5,,-,22,11,,,100,1,20150318100000
637,Xiangyang,,32.007029,112.128496,176,73,7,12,2,16,15,,1012,99,8,20150318100000
637,Xiangyang,,32.007029,112.128496,176,73,7,12,2,16,15,,1012,99,8,20150318100000
638,Ezhou,,30.389244,114.899884,59,21,5,6,3,14,15,,1017,97,3,20150318100000
638,Ezhou,,30.389244,114.899884,59,21,5,6,3,14,15,,1017,97,3,20150318100000
1203,"City government, Ezhou",,30.391836,114.892822,127,48,14,7,6,14,17,,1019,90,5,20150318100000
1204,"Zhaojiaba, Ezhou",,30.368966,114.90365,124,160,6,5,1,11,17,,1019,90,5,20150318100000
1205,"Fankou BDA, Ezhou",,30.410759,114.818225,163,74,1,22,54,23,17,,1020,95,0,20150318100000
639,Jingmen,,31.033208,112.205093,59,25,14,11,11,10,13,,1004,98,5,20150318100000
639,Jingmen,,31.033208,112.205093,59,25,14,11,11,10,13,,1004,98,5,20150318100000
1372,"Zhuyuan primary school, Jingmen",,31.046123,112.207214,165,81,13,21,6,11,15,,1003,99,1,20150318100000
1394,"duodao, Jingmen",,30.986962,112.202729,161,91,13,18,15,11,15,,1003,99,1,20150318100000
1373,"City government, Jingmen",,31.035297,112.198897,107,57,11,10,24,11,9,,1005,97,5,20150318100000
640,Xiaogan,,30.922089,113.922387,59,25,10,6,3,12,14,,1009,87,3,20150318100000
640,Xiaogan,,30.922089,113.922387,59,25,10,6,3,12,14,,1009,87,3,20150318100000
1206,"wenhua street, Shenyang , Xiaogan",,30.925856,113.92104,147,162,8,8,9,16,16,,1019,97,1,20150318100000
1207,"Dongcheng District , Huludao , Xiaogan",,30.917963,113.943904,147,73,9,5,10,14,16,,1019,97,1,20150318100000
641,Huanggang,,30.45124,114.877378,42,11,7,7,1,20,17,,1016,96,1,20150318100000
641,Huanggang,,30.45124,114.877378,42,11,7,7,1,20,17,,1016,96,1,20150318100000
1208,"Dazhou Island, Huanggang",,30.446205,114.900323,119,54,19,7,3,21,16,,1021,92,4,20150318100000
1209,"Workers Center , Huanggang",,30.469244,114.912504,119,48,17,12,7,15,15,,1019,92,5,20150318100000
642,Xianning,,29.838978,114.327898,82,23,4,16,4,14,17,,981,99,1,20150318100000
642,Xianning,,29.838978,114.327898,82,23,4,16,4,14,17,,981,99,1,20150318100000
1210,"Municipal Development and Reform Commission , Xianning",,29.818645,114.328461,109,54,7,10,4,10,18,,984,95,1,20150318100000
1211,"Xianan District Governement, Xianning",,29.51107,114.181864,91,50,11,13,7,14,17,,992,91,2,20150318100000
1212,"Yangtze River Industrial Park , Xianning",,29.883098,114.32909,117,51,14,5,1,12,18,,984,95,1,20150318100000
1213,"Qianshan Park, Xianning",,29.815351,114.328689,89,50,9,5,6,10,18,,984,95,1,20150318100000
643,Suizhou,,31.688342,113.388675,65,30,15,9,3,13,13,,1004,99,6,20150318100000
643,Suizhou,,31.688342,113.388675,65,30,15,9,3,13,13,,1004,99,6,20150318100000
1338,"City committee communist party school, Suizhou",,31.725316,113.3648,174,115,5,22,9,15,15,,1005,99,2,20150318100000
1339,"Forestry Bureau, Suizhou",,31.690065,113.383157,163,83,4,16,8,18,15,,1005,99,2,20150318100000
644,Enshi,,30.292138,109.484562,152,56,2,11,1,15,14,,,99,1,20150318100000
644,Enshi,,30.269587,109.493042,152,56,2,11,1,15,14,,,99,1,20150318100000
1374,"State Power Company, Enshi",,30.296275,109.508711,156,61,8,16,1,15,14,,,98,1,20150318100000
645,Xiantao,,30.360228,113.460616,153,63,7,15,15,8,11,,1024,72,3,20150318100000
645,Xiantao,,30.360228,113.460616,153,63,7,15,15,8,11,,1024,72,3,20150318100000
646,Qianjiang,,30.399387,112.905661,107,52,9,6,12,9,14,,1017,99,6,20150318100000
646,Qianjiang,,30.399387,112.905661,107,52,9,6,12,9,14,,1017,99,6,20150318100000
1388,"Qianjiang City Station, Qianjiang",,30.384684,112.945841,151,66,18,7,9,19,17,,1018,98,2,20150318100000
647,Tianmen,,30.661027,113.172549,95,25,14,5,2,7,15,,1017,100,6,20150318100000
647,Tianmen,,30.661027,113.172549,95,25,14,5,2,7,15,,1017,100,6,20150318100000
1088,Shennongjia,,31.741307,110.685554,117,51,19,11,4,10,1,,,90,2,20150318100000
1088,Shennongjia,,31.741307,110.685554,117,51,19,11,4,10,1,,,90,2,20150318100000
1214,"Xiangcheng Yundong Street, Xiangfan",,32.017716,112.16102,175,75,7,22,8,15,16,,1012,100,4,20150318100000
1359,"Fancheng Xinhua Road , Xiangfan",,32.0544,112.145224,174,100,25,15,8,19,11,,1012,89,2,20150318100000
655,"City Environmental Monitoring Station, Baotou",,40.657201,109.886738,59,52,27,17,11,6,,,0,,,20150318100000
656,"Donghe EPB, Baotou",,40.586213,110.002224,91,98,24,34,53,21,,,0,,,20150318100000
657,"Baotou shopping mall, Baotou",,40.508334,109.819085,46,62,41,2,4,9,,,0,,,20150318100000
658,"Huilong logistics, Baotou",,40.633436,109.879821,63,48,41,25,11,7,,,0,,,20150318100000
659,Baotou,,40.658597,109.846051,194,147,53,57,64,21,,,0,,,20150318100000
660,"Huatai Automobile Mall, Eerduosi",,39.837048,109.972209,93,78,46,6,9,5,-,-,0,-,-,20150318100000
661,"Olympus Garden, Eerduosi",,39.789171,109.987742,91,69,19,28,10,9,8,-17,1015,6,1,20150318100000
662,Eerduosi,,39.609284,109.78704,82,63,36,6,6,8,4,-16,1014,11,2,20150318100000
663,"Tianyi Road, Chifeng",,42.275552,118.88507,97,59,26,14,20,11,-3,-13,1025,35,3,20150318100000
664,"Songshan No.1 Middle School, Chifeng",,42.329307,118.793045,76,40,14,36,28,9,-,-,0,-,-,20150318100000
665,"Hada Street, Chifeng",,42.280714,118.988235,170,-,16,15,50,8,-,-,0,-,-,20150318100000
666,"Songshan Road, Chifeng",,42.171487,118.89501,99,57,14,12,33,12,0,-11,1016,30,3,20150318100000
667,Chifeng,,42.259752,118.893027,114,61,17,53,47,14,0,-11,1016,30,3,20150318100000
1407,"Juying primary school, Wuhai",,39.672798,106.826623,109,59,44,11,21,11,,,,,,20150318110000
1408,"Forestry Bureau, Wuhai",,39.697826,106.813645,117,56,46,10,13,33,,,,,,20150318110000
1409,"Tongliao hotels, Tongliao",,43.629073,122.265848,78,27,40,6,2,2,,,,,,20150318110000
1410,"Art vocational school, Tongliao",,43.682451,122.258754,61,31,36,5,1,3,,,,,,20150318110000
1411,"District Environmental Protection Bureau, Hulunbuir",,49.228044,119.766756,153,132,39,21,9,9,,,,,,20150318110000
1412,"City Arts School, Hulunbuir",,49.203335,119.73567,89,41,41,6,1,2,,,,,,20150318110000
1413,"City Environmental Building, Bayannur",,40.739229,107.377067,74,52,46,9,20,5,,,,,,20150318110000
1414,"Jining District, Ulanqab",,40.994068,113.137869,68,71,48,4,4,4,,,,,,20150318110000
1415,"Keyouqianqi EPA, Hinggan Meng",,46.077323,121.952008,72,17,40,1,1,3,,,,,,20150318110000
1416,"Municipal Environmental Monitoring Station, Xilin Gol Meng",,43.933943,116.111087,63,44,33,8,19,8,,,,,,20150318110000
1417,"City government, Xilin Gol Meng",,43.933334,116.084988,61,34,12,2,8,12,,,,,,20150318110000
1418,"Stadium, Alxa Meng",,38.834779,105.681646,129,102,46,7,9,14,,,,,,20150318110000
1419,"Environmental Building Alliance, Alxa Meng",,38.84352,105.701703,80,95,42,5,7,4,,,,,,20150318110000
1420,"EPA New Building, Alxa Meng",,38.852161,105.728262,152,110,40,3,12,1,,,,,,20150318110000
674,Fuzhou,,26.071406,119.301294,155,85,39,26,5,9,17,16,1009,94,2,20150318110000
675,"Xidong, Xiamen",,24.815345,118.161848,102,51,29,8,1,3,17,17,1016,100,2,20150318110000
676,"Hongwen, Xiamen",,24.473969,118.156281,72,25,31,12,4,6,17,17,1016,100,2,20150318110000
677,"Gulangyu, Xiamen",,24.443168,118.068571,91,39,32,34,13,7,18,18,1012,100,1,20150318110000
678,"Huli, Xiamen",,24.51235,118.099146,-,-,-,-,-,-,-,-,0,-,-,20150318110000
679,Xiamen,,24.477187,118.094402,124,49,32,35,11,7,18,18,1013,100,2,20150318110000
680,"Qingyuan Montain, Quanzhou",,24.939503,118.598337,57,20,31,11,2,4,17,17,1016,100,2,20150318110000
681,"Tushan Street, Quanzhou",,24.90867,118.586397,117,43,35,14,2,6,17,17,1016,100,2,20150318110000
682,"Wanan, Quanzhou",,24.304154,118.070903,117,45,24,15,3,6,18,18,1016,100,2,20150318110000
683,Quanzhou,,24.87179,118.68001,161,172,106,28,26,11,18,18,1012,100,1,20150318110000
1614,Putian,,25.451303,119.012512,102,64,26,13,3,13,25,18,1008,65,9,20150318110000
1615,Sanming,,26.259982,117.643577,114,52,12,10,11,32,16,16,0,95,2,20150318110000
1616,Zhangzhou,,24.509971,117.652268,93,55,20,14,6,5,17,17,1016,100,2,20150318110000
1617,Nanping,,26.638473,118.182695,89,41,38,7,7,7,28,19,1008,50,2,20150318110000
1618,Longyan,,25.072366,117.022413,152,65,24,12,15,7,21,18,0,83,2,20150318110000
1619,Ningde,,26.662122,119.552515,78,51,32,8,8,10,20,16,1011,78,3,20150318110000
1579,"City Environmental Monitoring Station, Xining",,36.642747,101.749959,142,118,38,8,3,9,-1,-16,0,19,0,20150318110000
1579,"City Environmental Monitoring Station, Xining",,36.590406,101.755737,142,118,38,8,3,9,-1,-16,0,19,0,20150318110000
1578,"Provincial Pharmaceutical Warehouse, Xining",,36.617062,101.78016,156,133,38,20,8,7,-,-,0,-,-,20150318110000
1578,"Provincial Pharmaceutical Warehouse, Xining",,36.692177,101.750961,156,133,38,20,8,7,-,-,0,-,-,20150318110000
1581,"Silu hospital, Xining",,36.581709,101.835804,149,121,34,7,4,5,-,-,0,-,-,20150318110000
1581,"Silu hospital, Xining",,36.578536,101.849061,149,121,34,7,4,5,-,-,0,-,-,20150318110000
1580,"No.5 Water Plant, Xining",,36.617062,101.78016,152,113,31,9,11,13,0,-9,0,37,1,20150318110000
1580,"No.5 Water Plant, Xining",,36.686599,101.525888,152,113,31,9,11,13,0,-9,0,37,1,20150318110000
1579,"City Environmental Monitoring Station, Xining",,36.642747,101.749959,142,118,38,8,3,9,-1,-16,0,19,0,20150318110000
